"","Price","Condo","Size","Rooms","Toilets","Suites","Parking","Elevator","Furnished","Swimming.Pool","New","Sale","District","Latitude","Longitude","Cluster_Silhouette"
"5883",1360000,1100,126,3,5,3,3,"1","1","1","0",TRUE,"Vila Guilherme/São Paulo",-23.505594,-46.601941,5
"2411",3600,648,130,3,2,1,0,"0","0","0","0",FALSE,"Consolação/São Paulo",-23.5535985,-46.6583399,8
"4736",5700,875,137,3,2,1,1,"0","1","0","0",FALSE,"Pinheiros/São Paulo",-23.5598892,-46.6738013,8
"11302",248015,0,47,2,2,1,1,"1","0","1","0",TRUE,"Jaçanã/São Paulo",-23.47926,-46.570306,2
"6433",165000,0,54,2,2,1,1,"0","0","0","0",TRUE,"Lajeado/São Paulo",-23.541181,-46.405825,6
"2099",3300,890,85,3,3,1,2,"1","0","1","0",FALSE,"Vila Leopoldina/São Paulo",-23.52832,-46.730241,5
"3985",2400,710,65,2,2,1,1,"0","0","1","0",FALSE,"Santo Amaro/São Paulo",-23.6511797,-46.7195772,2
"2042",2000,550,55,2,2,1,1,"1","0","0","0",FALSE,"Raposo Tavares/São Paulo",-23.584145,-46.791897,1
"5723",329000,430,47,1,2,1,1,"1","0","1","0",TRUE,"Casa Verde/São Paulo",-23.510311,-46.656565,2
"9456",1800,1245,140,3,2,1,3,"0","0","1","0",FALSE,"Tucuruvi/São Paulo",-23.478498,-46.605265,2
"12172",1220000,1100,94,2,2,1,1,"0","0","0","0",TRUE,"Santa Cecília/São Paulo",-23.537152,-46.6627421,6
"1573",3700,1700,165,3,6,3,2,"0","0","1","0",FALSE,"Vila Sônia/São Paulo",-23.598307,-46.730539,7
"8518",360000,500,33,1,1,0,1,"0","0","1","0",TRUE,"Santa Cecília/São Paulo",-23.5318985,-46.657785,2
"9512",1600,665,67,3,2,1,2,"1","0","1","0",FALSE,"Vila Maria/São Paulo",-23.506068,-46.578639,5
"7292",240000,380,54,2,2,1,1,"0","0","0","0",TRUE,"Jardim São Luis/São Paulo",-23.654917,-46.742885,6
"10082",3500,1100,105,3,4,1,2,"1","0","1","0",FALSE,"Alto de Pinheiros/São Paulo",-23.548552,-46.710369,5
"1282",12000,0,271,4,4,3,5,"0","1","1","0",FALSE,"Morumbi/São Paulo",-23.62014,-46.735439,7
"10372",1788,862,42,1,1,0,2,"0","1","1","0",FALSE,"Santana/São Paulo",-23.4949629,-46.610603,5
"3117",1400,0,50,1,1,0,1,"0","0","0","0",FALSE,"Penha/São Paulo",-23.5181883,-46.5529787,4
"8933",980000,950,103,3,2,1,2,"1","0","1","0",TRUE,"Alto de Pinheiros/São Paulo",-23.5264152,-46.7075301,1
"473",700,290,56,2,2,1,1,"0","0","0","0",FALSE,"São Mateus/São Paulo",-23.594303,-46.479352,6
"4235",3000,1300,120,3,2,1,2,"0","0","1","0",FALSE,"Alto de Pinheiros/São Paulo",-23.5372206,-46.7156987,2
"5013",1780000,2500,164,4,4,3,3,"1","1","1","0",TRUE,"Vila Olimpia/São Paulo",-23.598769,-46.679415,5
"9248",1500,400,75,1,2,1,1,"1","0","0","0",FALSE,"República/São Paulo",-23.54029,-46.644796,1
"7737",219000,0,41,2,2,1,1,"1","0","1","0",TRUE,"Cachoeirinha/São Paulo",-23.474516,-46.657117,2
"8135",960000,1500,140,3,4,3,1,"1","0","0","0",TRUE,"Bela Vista/São Paulo",-23.5638258,-46.6498373,1
"7816",760000,831,66,2,2,1,2,"0","1","1","0",TRUE,"Lapa/São Paulo",-23.535337,-46.705868,2
"11411",490000,480,60,2,2,1,2,"0","0","0","0",TRUE,"Belém/São Paulo",-23.547229,-46.583401,6
"9170",1300,693,39,1,2,1,1,"0","1","0","0",FALSE,"Consolação/São Paulo",-23.552568,-46.655659,6
"1437",1460,340,50,2,2,1,1,"1","0","1","0",FALSE,"Socorro/São Paulo",-23.674536,-46.715107,5
"5301",2000,646,40,1,2,1,1,"0","0","0","0",FALSE,"Vila Olimpia/São Paulo",-23.60216,-46.674803,6
"4743",2900,820,82,3,1,0,1,"1","0","0","0",FALSE,"Pinheiros/São Paulo",-23.5654565,-46.6849381,1
"6222",120000,240,48,2,2,1,1,"0","0","0","0",TRUE,"Cidade Tiradentes/São Paulo",-23.569424,-46.419771,6
"13361",419000,500,63,3,2,1,1,"1","0","1","0",TRUE,"Cambuci/São Paulo",-23.5592275,-46.6155388,2
"7603",162300,250,37,1,2,1,1,"1","0","0","0",TRUE,"Vila Sônia/São Paulo",-23.595926,-46.7422,1
"10870",2000,1100,84,3,2,1,2,"0","0","1","0",FALSE,"Butantã/São Paulo",-23.5878928,-46.7399564,2
"10000",1600,724,55,2,2,1,1,"1","0","1","0",FALSE,"Saúde/São Paulo",-23.620886,-46.641507,5
"7273",290000,499,73,3,2,1,1,"1","0","0","0",TRUE,"Jardim São Luis/São Paulo",-23.658995,-46.738766,1
"6465",240000,300,48,2,2,1,1,"0","0","0","0",TRUE,"Parque do Carmo/São Paulo",-23.567996,-46.480708,6
"5810",832000,0,108,4,4,2,2,"0","0","1","0",TRUE,"Santana/São Paulo",-23.490451,-46.638661,7
"1233",10500,3700,270,4,5,4,2,"0","1","0","0",FALSE,"Moema/São Paulo",-23.599458,-46.662204,3
"896",900,320,39,2,2,1,1,"0","0","0","0",FALSE,"Capão Redondo/São Paulo",-23.674491,-46.759769,6
"11060",2600000,0,206,4,1,4,3,"0","0","0","0",TRUE,"Vila Olimpia/São Paulo",-23.600556,-46.674643,3
"4700",3500,550,44,1,1,0,1,"0","0","1","0",FALSE,"Pinheiros/São Paulo",-23.5512376,-46.6799527,2
"1300",1600,350,112,2,2,1,2,"0","0","1","0",FALSE,"Pedreira/São Paulo",-23.683386,-46.672598,2
"9635",800,0,46,2,2,1,1,"0","0","0","0",FALSE,"Cangaíba/São Paulo",-23.505049,-46.527093,6
"7275",645000,0,162,3,3,1,2,"0","0","1","0",TRUE,"Jardim São Luis/São Paulo",-23.656929,-46.736724,2
"9688",800,100,35,2,2,1,1,"0","0","0","0",FALSE,"Itaquera/São Paulo",-23.529224,-46.451101,6
"12091",435000,450,70,2,1,0,1,"0","0","0","0",TRUE,"Consolação/São Paulo",-23.5518407,-46.6546978,4
"8214",600000,1000,149,3,1,0,0,"0","0","0","0",TRUE,"Bom Retiro/São Paulo",-23.530552,-46.6377225,4
"2619",2350,420,49,1,1,0,1,"0","1","1","0",FALSE,"Casa Verde/São Paulo",-23.5096375,-46.6519143,5
"9143",1700,430,42,2,2,1,1,"1","0","1","0",FALSE,"Brás/São Paulo",-23.537214,-46.604819,5
"12715",47481,0,47,2,1,0,0,"0","0","0","0",TRUE,"Cidade Tiradentes/São Paulo",0,0,4
"12473",250000,100,50,2,1,0,1,"1","0","0","1",TRUE,"Aricanduva/São Paulo",-23.574238,-46.5105613,1
"1507",3300,1100,90,3,3,1,2,"1","0","1","0",FALSE,"Vila Mariana/São Paulo",-23.582762,-46.649552,5
"4130",2700,800,90,2,2,1,2,"0","0","1","0",FALSE,"Vila Andrade/São Paulo",-23.6264833,-46.7394993,2
"12205",260000,585,60,2,1,0,1,"0","0","1","0",TRUE,"Casa Verde/São Paulo",-23.4936794,-46.6681372,2
"11835",300000,367,52,2,2,1,1,"1","0","0","0",TRUE,"Freguesia do Ó/São Paulo",-23.505118,-46.698579,1
"1690",1150,415,55,2,2,1,1,"1","0","1","0",FALSE,"Butantã/São Paulo",-23.562779,-46.753399,5
"5796",475000,530,68,3,3,1,1,"1","0","1","0",TRUE,"Santana/São Paulo",-23.484695,-46.629468,1
"9233",2000,395,86,2,2,1,1,"0","1","1","0",FALSE,"Pari/São Paulo",-23.51871,-46.603784,5
"4906",1200000,900,56,2,2,1,2,"0","1","1","0",TRUE,"Vila Madalena/São Paulo",-23.553087,-46.69789,2
"8162",320000,660,113,3,1,0,1,"0","0","0","0",TRUE,"Bela Vista/São Paulo",-23.5554833,-46.6469136,4
"6164",750000,750,101,3,4,3,2,"1","0","1","0",TRUE,"Carrão/São Paulo",-23.553433,-46.539787,7
"5845",1200000,0,167,3,2,1,2,"0","0","1","0",TRUE,"Tremembé/São Paulo",-23.452353,-46.624153,2
"11171",4000,2160,140,3,3,2,3,"0","0","1","0",FALSE,"Vila Madalena/São Paulo",-23.5502727,-46.692817,7
"785",1500,570,70,2,2,1,1,"0","0","0","0",FALSE,"Cambuci/São Paulo",-23.567454,-46.621597,6
"10113",1300,500,60,2,2,1,1,"0","0","0","0",FALSE,"Cachoeirinha/São Paulo",-23.477175,-46.659144,6
"8377",4790000,2670,290,4,3,2,2,"0","0","0","0",TRUE,"Consolação/São Paulo",-23.5638355,-46.6697716,3
"2995",750,400,47,2,1,0,1,"0","0","0","0",FALSE,"Cangaíba/São Paulo",-23.501972,-46.5096438,4
"4045",3600,1800,127,3,3,2,3,"0","0","1","0",FALSE,"Saúde/São Paulo",-23.6012888,-46.646222,7
"5975",480000,0,94,3,3,2,1,"0","0","0","0",TRUE,"Água Rasa/São Paulo",-23.573706,-46.56581,8
"1897",1600,420,49,2,2,1,1,"1","0","1","0",FALSE,"Limão/São Paulo",-23.504022,-46.676682,5
"6948",264990,350,50,2,2,1,1,"1","0","1","1",TRUE,"Campo Grande/São Paulo",-23.689036,-46.679041,2
"5691",850000,900,94,3,2,1,2,"1","0","1","0",TRUE,"Sé/São Paulo",-23.525499,-46.738791,1
"667",1200,513,57,2,2,1,1,"1","0","1","0",FALSE,"Vila Matilde/São Paulo",-23.533511,-46.521438,5
"8509",2500000,1800,350,3,1,0,2,"0","0","0","0",TRUE,"República/São Paulo",-23.5446487,-46.6431909,4
"7167",585000,813,45,1,2,1,1,"1","0","1","0",TRUE,"Itaim Bibi/São Paulo",-23.588294,-46.680764,2
"12369",488000,400,80,3,2,1,2,"0","0","1","0",TRUE,"Vila Guilherme/São Paulo",-23.512615,-46.6089872,2
"4437",1080,603,80,3,2,0,1,"0","0","0","0",FALSE,"Freguesia do Ó/São Paulo",-23.4985853,-46.6873122,8
"12996",392000,542,68,3,2,1,1,"0","0","0","0",TRUE,"Sapopemba/São Paulo",-23.5852535,-46.5337662,8
"2330",1000,400,50,1,1,0,0,"0","0","0","0",FALSE,"Brás/São Paulo",0,0,4
"4894",4000,1310,137,4,2,1,2,"0","0","0","0",FALSE,"Vila Leopoldina/São Paulo",-23.52288,-46.7328432,8
"4999",1485000,1058,127,3,3,1,2,"1","1","1","0",TRUE,"Vila Olimpia/São Paulo",-23.600103,-46.675411,5
"7998",486000,760,108,4,2,1,2,"1","0","1","0",TRUE,"Raposo Tavares/São Paulo",-23.591237,-46.803451,1
"4148",3300,925,82,3,2,1,2,"1","0","1","0",FALSE,"Vila Mariana/São Paulo",-23.5887675,-46.6267198,5
"8411",287000,0,53,2,2,1,1,"0","0","1","0",TRUE,"Liberdade/São Paulo",-23.5545976,-46.6284535,2
"13153",550000,550,84,3,2,1,1,"0","1","1","0",TRUE,"Tatuapé/São Paulo",0,0,2
"242",900,0,46,2,2,1,1,"0","0","0","0",FALSE,"Itaim Paulista/São Paulo",-23.483159,-46.378916,6
"8323",405000,475,37,1,1,0,1,"0","0","1","0",TRUE,"Consolação/São Paulo",-23.5523962,-46.6522771,2
"5344",3000,1600,250,4,1,3,3,"0","1","1","0",FALSE,"Mooca/São Paulo",-23.5624728,-46.6021541,7
"3253",2500,800,68,3,2,1,2,"1","0","1","0",FALSE,"Vila Matilde/São Paulo",-23.5332914,-46.5240379,5
"3150",1500,420,60,2,1,0,1,"0","0","0","0",FALSE,"Penha/São Paulo",-23.5288011,-46.535895,4
"1379",1300,664,60,2,2,1,1,"1","1","1","0",FALSE,"Saúde/São Paulo",-23.626257,-46.623835,5
"9535",3000,1600,145,4,5,2,2,"1","0","1","0",FALSE,"Medeiros/São Paulo",-23.599178,-46.728962,7
"1754",1600,430,65,3,2,1,1,"0","0","0","0",FALSE,"Cachoeirinha/São Paulo",-23.468445,-46.66342,8
"10737",16900,2700,370,4,5,4,5,"0","0","1","0",FALSE,"Santo Amaro/São Paulo",-23.6547122,-46.6908139,7
"10492",1200,100,60,2,1,0,0,"0","0","0","0",FALSE,"Cambuci/São Paulo",0,0,4
"11602",260000,490,54,2,2,1,1,"1","1","0","0",TRUE,"Campo Grande/São Paulo",-23.675963,-46.67033,1
"10382",2840,490,58,3,1,0,1,"0","0","1","0",FALSE,"Tucuruvi/São Paulo",-23.4740502,-46.6015915,2
"5947",250550,0,59,2,2,1,1,"0","0","1","0",TRUE,"Medeiros/São Paulo",-23.179076,-46.980996,2
"11474",220000,300,43,1,2,1,1,"1","0","1","0",TRUE,"Jardim Helena/São Paulo",-23.537566,-46.427028,2
"11801",2820000,2480,235,3,6,3,4,"1","0","1","0",TRUE,"Alto de Pinheiros/São Paulo",-23.561754,-46.697995,7
"1279",2200,680,69,2,2,1,2,"0","1","1","0",FALSE,"Morumbi/São Paulo",-23.625366,-46.742746,5
"7897",760000,659,80,2,3,1,1,"0","0","0","0",TRUE,"Perdizes/São Paulo",-23.532894,-46.664513,6
"1258",1700,442,65,3,2,1,2,"1","1","1","0",FALSE,"Morumbi/São Paulo",-23.610641,-46.744247,5
"12227",645000,1050,90,3,2,1,2,"0","0","1","0",TRUE,"Casa Verde/São Paulo",-23.5077799,-46.6621035,2
"1583",5000,1350,125,3,2,1,2,"0","1","1","0",FALSE,"Alto de Pinheiros/São Paulo",-23.550897,-46.717825,5
"12451",1550000,1700,315,3,2,1,4,"1","1","0","0",TRUE,"Água Rasa/São Paulo",-23.5573604,-46.5753305,1
"2159",1600,850,67,2,2,1,1,"0","0","1","0",FALSE,"Barra Funda/São Paulo",-23.5200238,-46.6758981,2
"3054",700,100,60,1,1,0,1,"1","0","0","0",FALSE,"Carrão/São Paulo",-23.5583373,-46.539619,1
"7250",8500000,7200,420,4,6,4,4,"1","0","1","0",TRUE,"Jardim Paulista/São Paulo",-23.564044,-46.660862,7
"11445",130000,270,45,2,2,1,1,"1","0","0","0",TRUE,"Cidade Tiradentes/São Paulo",-23.595,-46.408663,1
"6844",184900,0,41,2,1,0,1,"1","0","0","1",TRUE,"Cambuci/São Paulo",-23.565713,-46.618611,1
"1934",5000,1500,140,3,4,1,2,"1","0","1","0",FALSE,"Perdizes/São Paulo",-23.53272,-46.67491,7
"11667",410000,620,55,2,2,1,1,"1","0","1","0",TRUE,"Jabaquara/São Paulo",-23.649605,-46.643898,2
"4114",2200,530,74,2,2,1,2,"0","0","1","0",FALSE,"Vila Andrade/São Paulo",-23.6264011,-46.7426783,2
"13136",600000,750,82,3,2,1,2,"0","0","1","0",TRUE,"Tatuapé/São Paulo",-23.5474304,-46.5580299,2
"4873",7000,1500,130,3,4,3,2,"0","1","0","0",FALSE,"Vila Leopoldina/São Paulo",-23.5225153,-46.7340044,3
"4031",2200,580,46,2,2,0,1,"0","0","1","0",FALSE,"Saúde/São Paulo",-23.641876,-46.633053,2
"13291",799000,1200,115,3,2,1,3,"0","1","0","0",TRUE,"Vila Matilde/São Paulo",-23.5429047,-46.5260907,8
"356",1400,563,58,2,2,1,1,"0","0","0","0",FALSE,"Penha/São Paulo",-23.526354,-46.530312,6
"11855",555000,550,74,3,2,1,1,"1","1","1","0",TRUE,"Limão/São Paulo",-23.504862,-46.67713,5
"10653",4000,1377,137,3,2,1,1,"0","1","0","0",FALSE,"Jardim Paulista/São Paulo",-23.5696179,-46.6546449,8
"9656",1199,263,50,1,2,1,1,"1","0","0","0",FALSE,"Ermelino Matarazzo/São Paulo",-23.552403,-46.631424,1
"12858",233999,270,55,2,2,1,1,"0","0","1","0",TRUE,"Itaquera/São Paulo",-23.5293209,-46.455579,2
"10970",6500,1000,120,3,2,1,2,"0","1","1","0",FALSE,"Pinheiros/São Paulo",-23.5577992,-46.6902498,5
"10857",1270,680,65,2,2,1,1,"0","0","1","0",FALSE,"Butantã/São Paulo",-23.5543685,-46.7486049,2
"11116",5000,1240,120,3,3,1,2,"0","0","1","0",FALSE,"Vila Madalena/São Paulo",-23.554729,-46.689597,2
"7762",194000,200,34,2,2,1,1,"1","0","0","0",TRUE,"Freguesia do Ó/São Paulo",-23.50281,-46.685789,1
"12306",954000,2300,190,3,3,1,2,"0","0","0","0",TRUE,"Santana/São Paulo",-23.4922996,-46.630392,8
"3130",1951,0,65,2,1,0,1,"0","1","0","0",FALSE,"Penha/São Paulo",0,0,4
"9349",1080,488,60,2,2,1,1,"1","0","1","0",FALSE,"Jaçanã/São Paulo",-23.483799,-46.595212,5
"2031",1300,0,67,2,2,1,1,"0","0","0","0",FALSE,"Pirituba/São Paulo",-23.474757,-46.714526,6
"10789",2650,1990,160,3,4,3,3,"0","0","1","0",FALSE,"Vila Andrade/São Paulo",-23.6366925,-46.7347656,7
"12565",379000,0,65,3,2,1,1,"0","0","0","0",TRUE,"Belém/São Paulo",-23.5357211,-46.5951336,8
"9113",1000,295,30,1,2,1,1,"1","0","0","0",FALSE,"Bom Retiro/São Paulo",-23.526073,-46.641344,1
"8400",265000,553,36,1,1,0,0,"0","0","0","0",TRUE,"Liberdade/São Paulo",-23.5665119,-46.6363369,4
"8152",1200000,1190,106,3,2,1,1,"0","1","0","0",TRUE,"Bela Vista/São Paulo",-23.5550751,-46.660435,8
"4651",2700,950,95,3,1,0,1,"1","0","0","0",FALSE,"Perdizes/São Paulo",-23.5377626,-46.6774987,1
"7036",250000,270,72,3,2,1,1,"0","0","0","0",TRUE,"Cidade Dutra/São Paulo",-23.734616,-46.698237,8
"3707",1800,650,78,3,2,0,1,"0","0","0","0",FALSE,"Jabaquara/São Paulo",-23.6572867,-46.6473897,8
"13633",800000,996,86,3,2,1,2,"0","0","1","0",TRUE,"Jabaquara/São Paulo",-23.6475688,-46.6419887,2
"4994",1950000,1500,111,3,4,1,2,"0","0","1","0",TRUE,"Vila Olimpia/São Paulo",-23.59433,-46.688316,7
"1178",3700,800,70,2,2,1,1,"1","1","1","0",FALSE,"Jardim Paulista/São Paulo",-23.563579,-46.657889,5
"11161",7800,1100,111,3,3,1,2,"1","0","1","0",FALSE,"Vila Olimpia/São Paulo",-23.594032,-46.686032,5
"3395",7500,1293,162,3,4,3,2,"0","0","1","0",FALSE,"Campo Belo/São Paulo",-23.6227371,-46.675429,7
"8180",1400000,1220,159,3,2,1,2,"0","0","1","0",TRUE,"Bela Vista/São Paulo",-23.5649491,-46.6445733,2
"1682",1300,450,49,2,2,1,1,"0","0","1","0",FALSE,"Brasilândia/São Paulo",-23.476457,-46.687262,2
"2955",1000,0,59,2,1,0,1,"0","0","0","0",FALSE,"Artur Alvim/São Paulo",-23.5517279,-46.4833095,4
"10905",1700,330,55,2,2,1,1,"0","0","0","0",FALSE,"Lapa/São Paulo",-23.5185019,-46.6936506,6
"8785",880000,1150,122,3,2,1,1,"0","0","0","0",TRUE,"Jardim Paulista/São Paulo",-23.5716022,-46.6528257,8
"12482",200500,290,45,2,1,0,1,"0","0","1","0",TRUE,"Aricanduva/São Paulo",-23.5938607,-46.468479,2
"2611",1200,0,90,2,1,0,0,"0","0","0","0",FALSE,"Casa Verde/São Paulo",-23.5126516,-46.6561987,4
"264",1250,0,55,2,2,1,1,"1","0","0","0",FALSE,"Itaquera/São Paulo",-23.546233,-46.452881,1
"8336",880000,970,48,1,1,0,1,"0","0","1","0",TRUE,"Consolação/São Paulo",-23.5589578,-46.6647445,2
"1849",2500,0,150,3,2,1,1,"0","0","0","0",FALSE,"Jaraguá/São Paulo",-23.523529,-46.64844,8
"7845",295000,0,50,2,2,1,1,"1","1","0","0",TRUE,"Limão/São Paulo",-23.476619,-46.671024,1
"2027",1860,650,78,3,2,1,2,"1","0","1","0",FALSE,"Pirituba/São Paulo",-23.496752,-46.728006,5
"11523",239000,260,58,3,2,1,1,"0","0","1","0",TRUE,"São Mateus/São Paulo",-23.594791,-46.445076,2
"368",1100,300,47,2,2,1,1,"1","0","0","0",FALSE,"Penha/São Paulo",-23.519276,-46.553581,1
"7849",369000,430,68,3,2,1,1,"0","1","1","0",TRUE,"Limão/São Paulo",-23.500056,-46.679888,2
"4163",14000,3000,200,4,3,2,3,"0","0","0","0",FALSE,"Vila Mariana/São Paulo",-23.5802486,-46.6526002,3
"2677",3000,1020,105,3,2,1,1,"0","0","1","0",FALSE,"Mandaqui/São Paulo",-23.4732117,-46.631454,2
"10736",8000,5116,296,4,5,4,3,"0","0","1","0",FALSE,"Santo Amaro/São Paulo",-23.6494697,-46.6936074,7
"4366",1300,450,55,2,1,0,1,"0","0","0","0",FALSE,"Butantã/São Paulo",-23.5639659,-46.7532073,4
"378",1100,600,54,2,2,1,1,"0","0","1","0",FALSE,"Penha/São Paulo",-23.522028,-46.538495,2
"10031",1500,905,82,3,2,1,2,"1","0","1","0",FALSE,"Vila Andrade/São Paulo",-23.623853,-46.726571,5
"5568",265000,0,45,2,2,1,1,"1","0","1","0",TRUE,"Liberdade/São Paulo",-23.555392,-46.628307,2
"8031",1180000,1450,217,3,3,1,2,"0","0","0","0",TRUE,"Rio Pequeno/São Paulo",-23.56163,-46.75672,8
"5152",3000,646,41,1,2,1,1,"1","0","1","0",FALSE,"Vila Madalena/São Paulo",-23.546658,-46.692002,5
"2678",1300,553,65,2,1,0,1,"0","0","0","0",FALSE,"Mandaqui/São Paulo",-23.4790098,-46.643925,4
"7655",350000,450,50,2,2,1,1,"1","0","1","0",TRUE,"Anhanguera/São Paulo",-23.660846,-46.686396,2
"3644",6000,1383,61,1,2,1,2,"0","1","1","0",FALSE,"Itaim Bibi/São Paulo",-23.5883186,-46.6795526,5
"2388",2500,984,100,2,1,0,1,"0","0","0","0",FALSE,"Consolação/São Paulo",-23.5543137,-46.6546635,4
"9612",1100,200,77,2,2,1,1,"0","0","0","0",FALSE,"Artur Alvim/São Paulo",-23.528516,-46.465465,6
"11653",480000,650,55,2,2,1,2,"0","0","1","0",TRUE,"Ipiranga/São Paulo",-23.577407,-46.606352,2
"8791",3200000,3800,210,4,3,2,3,"0","1","1","0",TRUE,"Jardim Paulista/São Paulo",0,0,7
"8934",940000,1180,100,3,1,0,2,"1","0","1","0",TRUE,"Alto de Pinheiros/São Paulo",-23.5402332,-46.7156066,1
"11317",430000,0,68,3,2,1,1,"0","0","1","0",TRUE,"Mandaqui/São Paulo",-23.481774,-46.641216,2
"12907",279000,0,73,2,1,0,1,"1","0","0","1",TRUE,"Parque do Carmo/São Paulo",-23.5524486,-46.4478715,1
"2700",2100,600,57,2,1,0,1,"0","1","1","0",FALSE,"Mandaqui/São Paulo",-23.4832183,-46.6415267,5
"1446",1200,808,45,1,2,1,1,"1","0","1","0",FALSE,"Vila Andrade/São Paulo",-23.627312,-46.733091,5
"1147",1300,400,48,2,2,1,1,"1","0","1","0",FALSE,"Jardim Ângela/São Paulo",-23.604702,-46.524813,5
"6961",149000,170,40,2,2,1,1,"1","0","0","0",TRUE,"Campo Limpo/São Paulo",-23.654895,-46.757425,1
"6836",367000,0,56,2,2,1,1,"1","0","1","0",TRUE,"Vila Prudente/São Paulo",-23.583479,-46.588009,2
"4508",3700,1380,107,3,2,1,2,"0","0","1","0",FALSE,"Lapa/São Paulo",-23.5337276,-46.7148282,2
"7353",280000,336,49,2,2,1,1,"0","0","0","0",TRUE,"Pedreira/São Paulo",-23.690892,-46.67809,6
"12329",424000,0,101,3,2,1,2,"0","0","1","0",TRUE,"Tucuruvi/São Paulo",-23.4790981,-46.6083118,2
"12114",209900,0,34,1,1,0,0,"0","0","0","0",TRUE,"Liberdade/São Paulo",-23.5592698,-46.6237434,4
"3265",2200,900,90,3,2,1,2,"0","0","1","0",FALSE,"Vila Prudente/São Paulo",-23.57904,-46.58831,2
"6723",230000,0,47,2,2,1,1,"1","1","1","0",TRUE,"Vila Curuçá/São Paulo",-23.502485,-46.423493,5
"1385",2865,815,67,2,2,1,1,"0","1","1","0",FALSE,"Saúde/São Paulo",-23.615193,-46.635853,5
"11500",185000,0,37,2,2,1,1,"1","1","0","0",TRUE,"Penha/São Paulo",-23.511952,-46.526743,1
"8713",260000,350,74,2,1,0,1,"0","0","0","0",TRUE,"Jaçanã/São Paulo",-23.4721291,-46.582393,4
"7956",230000,250,43,2,2,1,1,"1","0","0","0",TRUE,"Pirituba/São Paulo",-23.502678,-46.719408,1
"926",1045,305,48,2,2,1,1,"0","0","0","0",FALSE,"Capão Redondo/São Paulo",-23.654867,-46.766467,6
"8488",42000,300,48,1,1,0,1,"0","1","0","0",TRUE,"República/São Paulo",0,0,4
"8290",383000,0,57,2,1,0,1,"0","0","1","0",TRUE,"Brás/São Paulo",-23.5494259,-46.616415,2
"6746",840000,850,105,2,3,2,2,"0","0","0","0",TRUE,"Vila Formosa/São Paulo",-23.561764,-46.539644,6
"2676",3000,1050,85,2,3,2,2,"0","1","1","0",FALSE,"Mandaqui/São Paulo",-23.5942422,-46.4200359,5
"1884",4000,800,100,3,4,1,2,"1","0","1","0",FALSE,"Lapa/São Paulo",-23.523761,-46.7023,5
"4899",6000,1500,172,4,3,2,3,"0","0","0","0",FALSE,"Vila Leopoldina/São Paulo",-23.5241522,-46.7335513,3
"9278",2090,380,75,2,2,1,1,"0","0","0","0",FALSE,"Santa Cecília/São Paulo",-23.533034,-46.660448,6
"7319",550000,940,57,2,2,1,1,"1","0","1","0",TRUE,"Moema/São Paulo",-23.604592,-46.666554,2
"11097",592617,0,65,2,2,1,1,"0","0","1","0",TRUE,"Brooklin/São Paulo",0,0,2
"11157",5500,1600,105,2,3,2,2,"1","0","1","0",FALSE,"Vila Olimpia/São Paulo",-23.599033,-46.68352,5
"10837",16000,4000,280,4,4,3,5,"0","0","1","0",FALSE,"Alto de Pinheiros/São Paulo",0,0,7
"8471",332100,250,30,1,1,0,0,"0","0","1","0",TRUE,"República/São Paulo",0,0,2
"6772",169900,0,41,2,1,0,1,"1","0","1","1",TRUE,"Vila Jacuí/São Paulo",-23.534905,-46.451723,2
"3048",1100,0,65,2,1,0,0,"0","0","0","0",FALSE,"Carrão/São Paulo",-23.5524654,-46.523405,4
"3883",1500,600,70,3,2,1,1,"0","0","1","0",FALSE,"Morumbi/São Paulo",-23.6205952,-46.7321117,2
"8240",300000,280,58,2,1,0,0,"0","0","0","0",TRUE,"Bom Retiro/São Paulo",-23.5260968,-46.6314455,4
"1200",2400,695,89,2,2,1,1,"1","1","0","0",FALSE,"Jardim Paulista/São Paulo",-23.557294,-46.655562,5
"8581",350000,569,50,2,1,0,1,"0","1","0","0",TRUE,"Sé/São Paulo",-23.5523836,-46.6320216,4
"12696",230000,0,48,2,1,0,1,"0","0","0","0",TRUE,"Cidade Líder/São Paulo",-23.5622109,-46.479715,4
"10102",1400,720,56,2,2,1,1,"1","0","1","0",FALSE,"Butantã/São Paulo",-23.570303,-46.749202,5
"4578",1200,500,54,2,1,0,1,"0","0","1","0",FALSE,"Limão/São Paulo",-23.5003866,-46.6827647,2
"3631",10000,1233,130,2,3,2,2,"0","1","1","0",FALSE,"Itaim Bibi/São Paulo",-23.5917602,-46.6754322,5
"4133",1800,700,58,2,2,1,1,"0","1","1","0",FALSE,"Vila Andrade/São Paulo",-23.629971,-46.7384251,5
"8647",675000,750,67,2,2,1,1,"0","0","1","0",TRUE,"Casa Verde/São Paulo",-23.511883,-46.658423,2
"3337",2800,550,65,2,1,0,1,"0","0","1","0",FALSE,"Cambuci/São Paulo",-23.5594319,-46.6154846,2
"6966",210000,270,42,2,2,1,1,"1","0","1","0",TRUE,"Campo Limpo/São Paulo",-23.617328,-46.759936,2
"1236",4300,950,66,2,2,1,1,"1","1","1","0",FALSE,"Moema/São Paulo",-23.609091,-46.665513,5
"8755",360000,612,60,2,2,1,1,"0","0","1","0",TRUE,"Mandaqui/São Paulo",-23.481382,-46.6365202,2
"1451",4800,2408,243,4,5,4,4,"0","0","1","0",FALSE,"Vila Andrade/São Paulo",-23.62957,-46.719437,7
