"","Price","Condo","Size","Rooms","Toilets","Suites","Parking","Elevator","Furnished","Swimming.Pool","New","Sale","District","Latitude","Longitude","Cluster_Silhouette"
"10207",1350,350,52,2,2,1,1,"0","0","0","0",FALSE,"Pirituba/São Paulo",-23.455562,-46.669979,6
"10233",10000,1500,178,3,4,3,3,"0","0","1","0",FALSE,"Vila Leopoldina/São Paulo",-23.527051,-46.730662,7
"10134",1400,53,70,2,2,1,1,"0","0","0","0",FALSE,"Jaguaré/São Paulo",-23.547197,-46.746433,6
"8453",599000,400,75,3,2,1,1,"0","1","1","0",TRUE,"Pari/São Paulo",-23.5254591,-46.6068539,2
"3002",1300,0,45,1,1,0,2,"0","0","0","0",FALSE,"Carrão/São Paulo",0,0,4
"8810",1900000,2500,239,5,4,1,1,"1","1","0","0",TRUE,"Jardim Paulista/São Paulo",-23.5656503,-46.6580769,1
"13202",205700,260,51,2,1,0,1,"0","0","0","0",TRUE,"Vila Curuçá/São Paulo",-23.5176403,-46.4289272,4
"2250",1250,40,80,2,1,0,0,"0","0","0","0",FALSE,"Bom Retiro/São Paulo",-23.5053909,-46.6227832,4
"10367",1700,545,44,1,1,0,1,"0","0","1","0",FALSE,"Santana/São Paulo",-23.5055735,-46.6234032,2
"3695",2300,550,55,2,1,0,1,"0","0","1","0",FALSE,"Jabaquara/São Paulo",0,0,2
"7017",350000,530,69,3,2,1,1,"1","0","1","0",TRUE,"Cidade Ademar/São Paulo",-23.665879,-46.675475,1
"13503",395000,65,64,2,1,0,1,"0","0","0","0",TRUE,"Cidade Ademar/São Paulo",-23.662795,-46.6644371,4
"9721",1100,400,56,2,2,1,1,"1","0","0","0",FALSE,"São Lucas/São Paulo",-23.585987,-46.535965,1
"6726",365000,715,58,2,2,1,1,"1","0","1","0",TRUE,"Vila Formosa/São Paulo",-23.563899,-46.534821,2
"10760",2300,350,41,1,1,0,1,"1","0","1","0",FALSE,"Saúde/São Paulo",-23.6186935442,-46.6377695135,5
"4232",15000,6800,456,4,5,4,5,"1","0","0","0",FALSE,"Alto de Pinheiros/São Paulo",-23.5602529,-46.6991826,3
"6543",200000,0,49,2,2,1,1,"0","0","0","0",TRUE,"Sapopemba/São Paulo",-23.601403,-46.548676,6
"7676",205800,0,40,2,2,1,1,"0","0","0","0",TRUE,"Brasilândia/São Paulo",-23.472508,-46.674688,6
"13097",199000,336,42,2,1,0,0,"0","0","1","0",TRUE,"São Mateus/São Paulo",-23.606781,-46.4718655,2
"8022",272000,392,48,2,2,1,1,"0","0","0","0",TRUE,"Rio Pequeno/São Paulo",-23.562501,-46.74792,6
"1148",1100,1,45,2,2,1,1,"0","0","0","0",FALSE,"Jardim Ângela/São Paulo",-23.597539,-46.541124,6
"6342",220000,300,55,2,2,1,1,"0","0","0","0",TRUE,"Itaquera/São Paulo",-23.531883,-46.461437,6
"11395",210000,403,43,2,2,1,1,"1","0","0","0",TRUE,"Belém/São Paulo",-23.534401,-46.595482,1
"11638",500000,0,66,2,2,1,1,"0","0","0","0",TRUE,"Cursino/São Paulo",-23.60929,-46.613869,6
"7420",335000,500,53,2,2,1,1,"1","0","1","0",TRUE,"Santo Amaro/São Paulo",-23.646555,-46.712269,2
"12558",180000,100,33,1,1,0,0,"1","0","0","1",TRUE,"Artur Alvim/São Paulo",-23.5385145,-46.4928421,1
"10933",2500,1675,124,3,2,1,2,"0","0","0","0",FALSE,"Perdizes/São Paulo",-23.5346813,-46.6823699,8
"7208",260000,0,64,3,2,1,1,"0","0","1","0",TRUE,"Jardim Ângela/São Paulo",-23.606199,-46.522032,2
"12433",273775,520,58,3,2,1,1,"0","0","1","0",TRUE,"Medeiros/São Paulo",-23.4824976,-46.5659263,2
"9431",1600,550,60,2,2,1,2,"0","0","1","0",FALSE,"Tucuruvi/São Paulo",-23.481166,-46.599992,2
"9168",1900,620,53,1,2,1,1,"0","0","0","0",FALSE,"Consolação/São Paulo",-23.549503,-46.648278,6
"4616",1200,420,65,2,1,0,1,"0","0","0","0",FALSE,"Limão/São Paulo",-23.4755966,-46.6675163,4
"8650",460000,0,66,2,2,1,2,"0","0","0","0",TRUE,"Casa Verde/São Paulo",-23.4994835,-46.648322,6
"13577",376000,400,54,1,2,1,1,"0","0","1","0",TRUE,"Ipiranga/São Paulo",0,0,2
"10380",2000,700,85,3,2,1,1,"0","0","0","0",FALSE,"Tremembé/São Paulo",-23.460196,-46.6244757,8
"7311",470000,510,40,1,2,1,1,"1","0","0","0",TRUE,"Moema/São Paulo",-23.601376,-46.661842,1
"8619",610000,580,65,2,2,1,2,"1","1","1","0",TRUE,"Casa Verde/São Paulo",-23.514394,-46.6570884,5
"12546",165000,150,48,2,1,0,1,"0","0","0","0",TRUE,"Artur Alvim/São Paulo",0,0,4
"9355",1300,445,55,2,2,1,1,"0","0","0","0",FALSE,"Mandaqui/São Paulo",-23.468283,-46.637882,6
"12438",746000,670,93,3,2,1,2,"0","1","1","0",TRUE,"Água Rasa/São Paulo",-23.5698236,-46.5717586,2
"4837",6800,1600,210,3,4,3,3,"0","0","1","0",FALSE,"Vila Leopoldina/São Paulo",-23.5330254,-46.7314227,7
"110",3000,1500,198,3,2,1,3,"0","0","1","0",FALSE,"Carrão/São Paulo",-23.551712,-46.545053,2
"13385",790000,1670,94,3,2,1,2,"0","0","1","0",TRUE,"Campo Belo/São Paulo",-23.5002428,-46.6276118,2
"4090",1600,600,75,3,1,0,1,"0","0","0","0",FALSE,"Socorro/São Paulo",-23.689834,-46.700382,4
"12615",310000,485,55,2,1,0,1,"0","0","1","0",TRUE,"Cangaíba/São Paulo",-23.51105,-46.5427498,2
"10474",3000,2300,165,4,4,3,3,"0","1","1","0",FALSE,"Tatuapé/São Paulo",-23.5500504,-46.5618349,7
"6757",265000,0,53,2,2,1,1,"0","0","1","0",TRUE,"Vila Jacuí/São Paulo",-23.499361,-46.448986,2
"7130",623092,600,70,3,2,1,1,"1","0","1","0",TRUE,"Ipiranga/São Paulo",-23.577951,-46.606111,1
"3155",1500,280,56,2,1,0,1,"0","0","1","0",FALSE,"Sapopemba/São Paulo",-23.5857501,-46.533612,2
"9805",1900,460,62,2,2,1,1,"0","1","1","0",FALSE,"Vila Prudente/São Paulo",-23.589532,-46.554392,5
"11054",1290000,480,83,1,2,1,2,"1","0","1","0",TRUE,"Brooklin/São Paulo",-23.613912,-46.683358,1
"253",900,365,58,2,2,1,1,"1","0","0","0",FALSE,"Itaquera/São Paulo",-23.550551,-46.460679,1
"8921",1500000,1300,120,3,2,1,2,"0","0","1","0",TRUE,"Alto de Pinheiros/São Paulo",-23.548745,-46.6925467,2
"13352",179000,300,40,2,1,0,0,"0","0","1","0",TRUE,"Vila Prudente/São Paulo",-23.606087,-46.5518585,2
"2428",1400,460,45,2,1,0,1,"1","0","0","0",FALSE,"Consolação/São Paulo",-23.5485112,-46.6435562,1
"3676",1400,600,144,2,1,0,1,"0","0","0","0",FALSE,"Jabaquara/São Paulo",-23.6557135,-46.6363298,4
"135",1350,400,47,2,2,1,1,"0","0","0","0",FALSE,"Cidade Líder/São Paulo",-23.562596,-46.478924,6
"455",2000,0,60,2,2,1,1,"0","0","0","0",FALSE,"São Lucas/São Paulo",-23.586994,-46.542978,6
"10292",2300,619,69,2,2,1,2,"1","0","1","0",FALSE,"Bom Retiro/São Paulo",0,0,5
"8614",389900,0,53,2,2,1,1,"0","0","0","0",TRUE,"Casa Verde/São Paulo",-23.510311,-46.6565652,6
"8387",606320,0,65,2,2,1,1,"0","0","0","0",TRUE,"Liberdade/São Paulo",-23.5621468,-46.6335596,6
"12725",110000,138,52,2,1,0,0,"0","0","0","0",TRUE,"Cidade Tiradentes/São Paulo",0,0,4
"6528",320000,0,58,2,2,1,1,"0","0","0","0",TRUE,"Sapopemba/São Paulo",-23.58575,-46.533612,6
"6308",160000,200,44,2,2,1,1,"0","0","0","0",TRUE,"Itaim Paulista/São Paulo",-23.479068,-46.379247,6
"5576",189003,180,37,2,2,1,1,"1","0","1","0",TRUE,"Liberdade/São Paulo",-23.554012,-46.630526,2
"10466",1700,497,60,2,1,0,1,"0","1","0","0",FALSE,"Tatuapé/São Paulo",-23.5478188,-46.5670051,4
"5445",430000,580,58,2,2,1,1,"1","0","0","0",TRUE,"Barra Funda/São Paulo",-23.529065,-46.652303,1
"2731",2185,1395,94,3,3,1,2,"0","0","1","0",FALSE,"Santana/São Paulo",-23.5029192,-46.642003,2
"3361",2600,738,80,2,2,1,2,"0","1","0","0",FALSE,"Cambuci/São Paulo",-23.5702465,-46.6221851,6
"7552",399900,0,67,2,2,1,5,"1","0","1","0",TRUE,"Vila Andrade/São Paulo",-23.630756,-46.739923,2
"323",900,105,56,2,2,1,1,"0","0","0","0",FALSE,"José Bonifácio/São Paulo",-23.546616,-46.440512,6
"5954",288000,370,66,2,2,1,1,"1","0","1","0",TRUE,"Medeiros/São Paulo",-23.18269,-46.98567,2
"12780",290000,0,50,2,1,0,1,"1","0","0","0",TRUE,"Ermelino Matarazzo/São Paulo",-23.5505517,-46.6332925,1
"6647",197000,269,56,2,2,1,1,"0","1","0","0",TRUE,"São Rafael/São Paulo",-23.631288,-46.475208,6
"8158",1075000,650,77,2,2,1,2,"1","1","1","0",TRUE,"Bela Vista/São Paulo",-23.5574614,-46.6629714,5
"10194",4799,1000,88,1,2,1,2,"1","1","1","0",FALSE,"Pinheiros/São Paulo",-23.554558,-46.674225,5
"13619",455000,650,70,2,1,0,1,"0","0","1","0",TRUE,"Jabaquara/São Paulo",-23.6400894,-46.647913,2
"5688",280000,0,47,2,2,1,1,"1","1","1","0",TRUE,"Sé/São Paulo",-23.472214,-46.652742,5
"12089",390000,365,35,1,1,0,1,"0","1","1","0",TRUE,"Consolação/São Paulo",-23.5528424,-46.6511485,2
"9583",1800,590,52,2,2,1,1,"0","0","0","0",FALSE,"Aricanduva/São Paulo",-23.53727,-46.539615,6
"453",1500,390,50,2,2,1,1,"0","0","0","0",FALSE,"São Lucas/São Paulo",-23.588684,-46.543049,6
"9589",1100,774,62,2,2,1,1,"1","0","0","0",FALSE,"Aricanduva/São Paulo",-23.538514,-46.540155,1
"6533",310000,0,56,2,2,1,1,"0","0","0","0",TRUE,"Sapopemba/São Paulo",-23.58575,-46.533612,6
"106",2200,0,106,3,2,1,1,"1","0","1","0",FALSE,"Carrão/São Paulo",-23.557605,-46.539931,5
"2265",2400,690,70,3,2,1,2,"0","0","1","0",FALSE,"Bom Retiro/São Paulo",-23.5261943,-46.6372535,2
"2276",2500,875,201,3,2,1,1,"0","0","0","0",FALSE,"Bom Retiro/São Paulo",-23.5285179,-46.6321348,8
"11353",383958,0,64,3,2,1,1,"1","0","1","0",TRUE,"Vila Maria/São Paulo",-23.518056,-46.583873,2
"13099",230000,305,49,2,1,0,1,"0","1","1","0",TRUE,"São Mateus/São Paulo",0,0,2
"6487",330000,450,70,3,2,1,1,"1","0","1","0",TRUE,"Penha/São Paulo",-23.53938,-46.54565,2
"4070",2350,350,40,1,1,0,1,"0","0","1","0",FALSE,"Saúde/São Paulo",0,0,2
"3404",3100,530,43,1,2,1,1,"0","0","1","0",FALSE,"Campo Belo/São Paulo",-23.6199664,-46.6773151,2
"13417",425000,740,75,3,2,1,1,"0","0","0","0",TRUE,"Campo Grande/São Paulo",-23.6613989,-46.6852234,8
"11273",650000,879,113,4,3,1,1,"0","1","0","0",TRUE,"República/São Paulo",-23.544271,-46.64472,8
"11611",147000,240,60,2,2,1,1,"0","0","0","0",TRUE,"Campo Limpo/São Paulo",-23.641461,-46.775621,6
"397",1500,279,56,2,2,1,1,"0","0","0","0",FALSE,"Sapopemba/São Paulo",-23.58575,-46.533612,6
"519",3400,700,90,3,2,1,2,"1","1","1","0",FALSE,"Tatuapé/São Paulo",-23.54822,-46.557678,5
"10216",2100,0,70,2,2,1,1,"0","1","0","0",FALSE,"Rio Pequeno/São Paulo",-23.564531,-46.751456,6
"10555",1800,1167,75,3,2,1,1,"0","0","1","0",FALSE,"Campo Grande/São Paulo",-23.6650337,-46.6900187,2
"8660",700000,600,92,3,2,1,2,"0","1","1","0",TRUE,"Casa Verde/São Paulo",-23.500234,-46.6482104,2
"11772",800000,415,89,2,2,1,1,"0","0","0","0",TRUE,"Vila Mariana/São Paulo",-23.580454,-46.636623,6
"959",1700,0,65,3,2,1,1,"1","0","1","0",FALSE,"Cidade Ademar/São Paulo",-23.674819,-46.66178,5
"3793",3900,1521,113,3,2,1,3,"0","0","0","0",FALSE,"Moema/São Paulo",0,0,8
"681",1900,720,93,2,2,1,1,"0","0","1","0",FALSE,"Vila Matilde/São Paulo",-23.535553,-46.523539,2
"11931",199000,200,38,2,1,0,0,"0","0","0","0",TRUE,"Barra Funda/São Paulo",-23.5269659,-46.6495705,4
"5157",3600,885,72,2,2,1,2,"1","0","1","0",FALSE,"Vila Madalena/São Paulo",-23.546467,-46.691787,5
"906",1100,400,39,2,2,1,1,"1","1","0","0",FALSE,"Capão Redondo/São Paulo",-23.672849,-46.760053,5
"5915",362677,0,59,3,2,1,1,"1","0","1","0",TRUE,"Vila Maria/São Paulo",-23.516304,-46.590937,2
"3175",800,0,34,1,1,0,0,"0","0","0","0",FALSE,"São Lucas/São Paulo",-23.5892727,-46.5520036,4
"12144",310000,359,47,1,1,0,0,"0","0","0","0",TRUE,"República/São Paulo",-23.5421096,-46.6412049,4
"6093",703000,0,91,3,2,1,1,"0","0","0","0",TRUE,"Belém/São Paulo",-23.545925,-46.585984,8
"10485",1000,250,46,2,1,0,1,"0","0","0","0",FALSE,"Vila Prudente/São Paulo",0,0,4
"1257",1795,585,48,2,2,1,1,"0","1","1","0",FALSE,"Morumbi/São Paulo",-23.598138,-46.72007,5
"6777",220000,0,45,2,2,1,1,"0","0","0","0",TRUE,"Vila Jacuí/São Paulo",-23.505019,-46.455495,6
"13594",1350000,1720,101,2,3,2,1,"0","0","1","0",TRUE,"Itaim Bibi/São Paulo",-23.5827952,-46.6815502,2
"8346",565000,484,57,2,1,0,0,"0","0","0","0",TRUE,"Consolação/São Paulo",-23.5523735,-46.6528076,4
"101",1441,733,70,2,2,1,1,"1","1","0","0",FALSE,"Carrão/São Paulo",-23.54162,-46.552255,5
"13626",280000,505,52,2,1,0,1,"0","0","1","0",TRUE,"Jabaquara/São Paulo",-23.6580671,-46.6506936,2
"7350",247800,320,54,2,2,1,1,"1","0","1","0",TRUE,"Morumbi/São Paulo",-23.619473,-46.744229,2
"5178",5000,1280,70,2,2,1,2,"0","0","1","0",FALSE,"Vila Madalena/São Paulo",-23.553087,-46.69789,2
"1290",1100,600,75,2,2,1,1,"1","0","1","0",FALSE,"Pedreira/São Paulo",-23.684914,-46.670173,5
"7967",675000,1000,85,3,2,1,1,"0","1","0","0",TRUE,"Pirituba/São Paulo",-23.49838,-46.753104,8
"10250",2500,773,105,2,1,0,1,"0","0","0","0",FALSE,"Barra Funda/São Paulo",0,0,4
"713",1450,458,50,2,2,1,1,"0","0","1","0",FALSE,"Vila Prudente/São Paulo",-23.582512,-46.588398,2
"13276",221000,100,48,2,1,0,1,"1","0","0","1",TRUE,"Vila Jacuí/São Paulo",-23.4989935,-46.4537894,1
"8722",426000,640,82,3,1,0,1,"0","1","1","0",TRUE,"Mandaqui/São Paulo",-23.4723706,-46.6534311,2
"3385",14000,2700,242,4,5,4,4,"0","1","1","0",FALSE,"Campo Belo/São Paulo",-23.6214995,-46.6767472,7
"3921",1400,850,64,2,2,1,1,"0","0","1","0",FALSE,"Morumbi/São Paulo",-23.6225242,-46.7404099,2
"13059",327000,390,61,3,2,1,1,"0","0","1","0",TRUE,"São Lucas/São Paulo",-23.6039348977,-46.5183328641,2
"4338",1600,530,58,2,1,0,1,"0","0","1","0",FALSE,"Butantã/São Paulo",-23.5879112,-46.7389004,2
"3261",2000,588,51,2,1,0,1,"0","0","0","0",FALSE,"Vila Matilde/São Paulo",-23.5378061,-46.5421562,4
"1990",4400,780,65,2,2,1,1,"1","0","1","0",FALSE,"Pinheiros/São Paulo",-23.565021,-46.686321,5
"8132",280000,300,41,1,1,0,1,"1","0","0","0",TRUE,"Bela Vista/São Paulo",0,0,1
"8255",1100000,2250,220,4,2,1,2,"0","0","0","0",TRUE,"Bom Retiro/São Paulo",-23.5282186,-46.6338769,8
"10519",18000,4500,325,4,4,3,4,"0","1","1","0",FALSE,"Campo Belo/São Paulo",-23.6276993,-46.671928,7
"4468",3200,1,73,3,2,1,2,"0","0","1","0",FALSE,"Jaguaré/São Paulo",-23.548678,-46.7465474,2
"4415",1200,500,50,2,1,0,1,"0","0","1","0",FALSE,"Freguesia do Ó/São Paulo",0,0,2
"8513",350000,390,40,1,1,0,1,"0","0","1","0",TRUE,"Santa Cecília/São Paulo",-23.5339913,-46.6490184,2
"1737",1300,270,53,2,2,1,1,"0","0","1","0",FALSE,"Cachoeirinha/São Paulo",-23.465955,-46.668743,2
"11475",1650000,1868,158,3,3,1,1,"0","0","0","0",TRUE,"Jardim Helena/São Paulo",-23.475437,-46.417209,8
"2307",1500,273,31,1,1,0,1,"0","0","1","0",FALSE,"Brás/São Paulo",-23.5453953,-46.6167926,2
"11854",480000,0,65,2,2,1,1,"1","0","1","0",TRUE,"Limão/São Paulo",-23.500056,-46.679888,2
"8364",430000,700,46,1,1,0,1,"1","0","1","0",TRUE,"Consolação/São Paulo",-23.554469,-46.659683,2
"2541",2800,602,60,2,1,0,1,"0","1","1","0",FALSE,"Santa Cecília/São Paulo",-23.5327320099,-46.6602668762,5
"13138",620000,900,95,3,2,1,2,"0","0","1","0",TRUE,"Tatuapé/São Paulo",-23.5417143,-46.5654746,2
"6129",265000,350,52,2,2,1,1,"0","0","0","0",TRUE,"Cangaíba/São Paulo",-23.509447,-46.530638,6
"13280",530000,1380,115,3,2,1,2,"0","1","1","0",TRUE,"Vila Matilde/São Paulo",-23.5377411,-46.528669,2
"4382",1200,315,48,2,1,0,1,"0","0","0","0",FALSE,"Cachoeirinha/São Paulo",-23.4761762,-46.6601237,4
"7360",243000,290,56,2,2,1,1,"0","0","0","0",TRUE,"Pedreira/São Paulo",-23.684398,-46.66818,6
"7811",470000,580,68,2,2,1,1,"0","0","1","0",TRUE,"Jaraguá/São Paulo",-23.523394,-46.645235,2
"4655",1450,950,42,1,2,1,1,"1","0","0","0",FALSE,"Perdizes/São Paulo",-23.5320955,-46.6774833,1
"6247",280000,350,64,2,2,1,1,"0","0","0","0",TRUE,"Ermelino Matarazzo/São Paulo",-23.503012,-46.474719,6
"9114",3300,0,130,3,2,1,1,"1","0","0","0",FALSE,"Bom Retiro/São Paulo",-23.528376,-46.634561,1
"2062",1900,490,64,2,2,1,1,"0","0","1","0",FALSE,"Rio Pequeno/São Paulo",-23.564531,-46.751456,2
"4654",1400,637,37,1,1,0,1,"0","0","0","0",FALSE,"Perdizes/São Paulo",-23.5408977,-46.6785857,4
"8536",470000,550,59,2,2,1,1,"0","0","1","0",TRUE,"Santa Cecília/São Paulo",-23.5315174,-46.6510723,2
"6385",169900,150,37,2,2,1,1,"1","0","0","0",TRUE,"José Bonifácio/São Paulo",-23.563996,-46.426201,1
"12400",419000,500,61,2,2,1,1,"0","0","1","0",TRUE,"Vila Maria/São Paulo",0,0,2
"12551",243999,300,57,2,2,1,1,"0","0","1","0",TRUE,"Artur Alvim/São Paulo",-23.5293209,-46.455579,2
"3364",630,600,45,1,1,0,0,"1","0","0","0",FALSE,"Cambuci/São Paulo",-23.5639909,-46.6262298,1
"9149",1400,341,44,2,2,1,1,"1","0","0","0",FALSE,"Brás/São Paulo",-23.546046,-46.608566,1
"1867",2000,900,98,3,3,1,1,"1","0","0","0",FALSE,"Lapa/São Paulo",-23.521597,-46.703386,1
"9220",1800,500,110,3,2,1,1,"0","0","0","0",FALSE,"Pari/São Paulo",-23.524752,-46.625287,8
"3812",15000,2569,232,4,1,2,3,"0","0","0","0",FALSE,"Moema/São Paulo",-23.6069333,-46.6635909,3
"11377",480000,0,59,2,2,1,1,"1","0","0","0",TRUE,"Água Rasa/São Paulo",-23.56984,-46.570782,1
"8190",330000,560,59,2,1,0,1,"0","0","0","0",TRUE,"Bela Vista/São Paulo",-23.5532233,-46.6476469,4
"10741",4500,1316,160,3,3,2,2,"0","0","1","0",FALSE,"Santo Amaro/São Paulo",-23.6528705,-46.7186656,7
"12216",340000,460,71,2,1,0,0,"1","0","0","0",TRUE,"Casa Verde/São Paulo",0,0,1
"4553",1850,320,52,2,2,1,1,"0","1","1","0",FALSE,"Lapa/São Paulo",-23.5185019,-46.6936506,5
"3843",3000,0,48,1,2,1,1,"0","1","1","0",FALSE,"Moema/São Paulo",-23.6091171,-46.665494,5
"4386",1300,510,56,2,1,0,2,"0","0","1","0",FALSE,"Freguesia do Ó/São Paulo",-23.4890159,-46.7067235,2
"8403",281748,0,38,1,1,0,1,"0","0","1","0",TRUE,"Liberdade/São Paulo",-23.5535011,-46.6281897,2
"12814",165000,150,46,2,1,0,1,"0","0","0","0",TRUE,"Guaianazes/São Paulo",0,0,4
"12967",199000,220,64,2,1,0,1,"0","0","1","0",TRUE,"Penha/São Paulo",-23.5252366,-46.5475598,2
"11247",318000,0,42,1,2,1,1,"0","0","1","0",TRUE,"Consolação/São Paulo",-23.549183,-46.642515,2
"2071",1500,1500,63,2,2,1,1,"0","0","0","0",FALSE,"Rio Pequeno/São Paulo",-23.559315,-46.748244,6
"8456",790000,450,130,3,2,1,1,"0","0","0","0",TRUE,"Pari/São Paulo",-23.5347884,-46.606647,8
"2438",2900,1556,110,3,2,1,1,"1","0","0","0",FALSE,"Liberdade/São Paulo",-23.5693338,-46.6419625,1
"9341",1000,600,78,2,2,1,2,"1","0","1","0",FALSE,"Jaçanã/São Paulo",-23.460059,-46.58511,5
"7590",503565,503,67,3,2,1,1,"1","0","1","0",TRUE,"Vila Sônia/São Paulo",-23.591408,-46.738113,1
"6083",300000,370,54,2,2,1,1,"1","1","0","0",TRUE,"Belém/São Paulo",-23.536768,-46.593884,1
"9246",1100,310,30,1,2,1,1,"0","0","0","0",FALSE,"República/São Paulo",-23.54299,-46.64562,6
"5683",239999,380,56,2,2,1,1,"1","0","1","0",TRUE,"Sé/São Paulo",-23.56941,-46.509531,2
"9577",1800,590,52,2,2,1,1,"0","0","0","0",FALSE,"Aricanduva/São Paulo",-23.537806,-46.542156,6
"5776",297000,0,50,2,2,1,2,"1","0","1","0",TRUE,"Mandaqui/São Paulo",-23.476103,-46.625392,2
"2372",6000,1518,130,3,5,1,1,"1","0","0","0",FALSE,"Consolação/São Paulo",-23.5652045,-46.6635359,1
"1122",2928,400,70,3,2,1,1,"0","1","1","0",FALSE,"Jabaquara/São Paulo",-23.653721,-46.637089,5
"8670",260000,500,78,2,1,0,1,"0","0","0","0",TRUE,"Jaçanã/São Paulo",-23.4600593,-46.5851105,4
"11085",428000,860,56,2,1,0,1,"0","0","1","0",TRUE,"Brooklin/São Paulo",0,0,2
"1232",2000,759,65,2,2,1,1,"0","0","0","0",FALSE,"Moema/São Paulo",-23.6111,-46.662368,6
"12301",409000,1050,90,3,1,0,2,"0","0","0","0",TRUE,"Santana/São Paulo",-23.4861872,-46.627722,4
"8217",730000,700,97,3,2,1,2,"1","0","1","0",TRUE,"Bom Retiro/São Paulo",-23.5216453,-46.647649,1
"2219",10000,1600,215,3,4,3,2,"0","0","1","0",FALSE,"Bela Vista/São Paulo",-23.5627488,-46.646831,7
"6566",450000,580,75,3,2,1,2,"0","0","1","0",TRUE,"São Lucas/São Paulo",-23.592848,-46.543936,2
"9538",1700,898,70,2,2,1,1,"1","0","1","0",FALSE,"Medeiros/São Paulo",-23.600267,-46.729922,5
"6579",410000,350,76,3,2,1,2,"1","0","0","0",TRUE,"São Lucas/São Paulo",-23.597539,-46.541124,1
"13245",250000,545,50,2,1,0,1,"0","0","1","0",TRUE,"Vila Formosa/São Paulo",0,0,2
"8445",400000,380,55,2,2,1,1,"1","0","1","0",TRUE,"Pari/São Paulo",-23.5254591,-46.6068539,2
"4332",2200,600,88,3,2,1,2,"0","0","1","0",FALSE,"Butantã/São Paulo",-23.5693927,-46.7494739,2
"1182",5000,1300,130,3,3,1,1,"1","0","1","0",FALSE,"Jardim Paulista/São Paulo",-23.572594,-46.65852,5
"299",650,190,48,2,2,1,1,"0","0","0","0",FALSE,"Jardim Helena/São Paulo",-23.453851,-46.42387,6
"266",1000,412,50,2,2,1,1,"0","0","1","0",FALSE,"Itaquera/São Paulo",-23.544236,-46.448497,2
"2903",1400,550,60,2,1,0,1,"0","0","0","0",FALSE,"Água Rasa/São Paulo",-23.5766338,-46.5613907,4
"3102",1300,430,47,2,1,0,1,"0","0","0","0",FALSE,"Itaquera/São Paulo",-23.5466892,-46.4515459,4
"10558",9000,1710,233,4,5,4,3,"0","1","1","0",FALSE,"Campo Grande/São Paulo",-23.6666773,-46.6946648,7
"13286",425000,372,73,3,2,1,1,"0","0","1","0",TRUE,"Vila Matilde/São Paulo",-23.5324238,-46.5222178,2
"4066",2850,623,67,2,2,1,2,"0","0","1","0",FALSE,"Saúde/São Paulo",-23.6039347,-46.6209858,2
"11886",273000,280,52,2,2,1,1,"1","0","1","0",TRUE,"Pirituba/São Paulo",-23.499764,-46.724922,2
"1652",2900,635,58,2,2,1,1,"0","1","1","0",FALSE,"Anhanguera/São Paulo",-23.522756,-46.655492,5
"10615",6500,2875,70,2,2,1,2,"0","0","1","0",FALSE,"Itaim Bibi/São Paulo",0,0,2
"6742",789990,1000,109,3,3,1,2,"1","0","1","0",TRUE,"Vila Formosa/São Paulo",-23.5631,-46.5516,1
"8159",850000,716,90,2,2,1,1,"0","0","0","0",TRUE,"Bela Vista/São Paulo",-23.5676383,-46.6460527,6
"1675",1550,460,46,2,2,1,1,"0","0","0","0",FALSE,"Brasilândia/São Paulo",-23.470429,-46.679779,6
"7339",1500000,2650,220,4,4,3,4,"0","0","0","0",TRUE,"Morumbi/São Paulo",-23.620919,-46.738993,3
"8585",350000,560,50,2,1,0,1,"0","0","0","0",TRUE,"Sé/São Paulo",0,0,4
"1428",1100,480,50,2,2,1,1,"1","0","0","0",FALSE,"Socorro/São Paulo",-23.669143,-46.722027,1
"10211",2800,0,77,3,2,1,1,"1","1","1","0",FALSE,"Raposo Tavares/São Paulo",-23.624717,-46.955069,5
"1280",2200,1561,130,4,3,1,2,"0","0","1","0",FALSE,"Morumbi/São Paulo",-23.618533,-46.735504,2
"5839",1225000,0,153,2,3,2,2,"0","0","1","0",TRUE,"Tremembé/São Paulo",-23.452353,-46.624153,2
"7316",2970000,0,182,4,4,2,4,"1","0","1","0",TRUE,"Moema/São Paulo",-23.604402,-46.668129,7
"1890",1800,0,60,3,2,1,1,"0","0","0","0",FALSE,"Lapa/São Paulo",-23.521025,-46.703831,8
"4135",2000,1500,75,2,2,1,2,"0","0","1","0",FALSE,"Vila Andrade/São Paulo",-23.6290772,-46.7340202,2
"2117",1600,350,44,2,1,0,1,"1","0","0","0",FALSE,"Barra Funda/São Paulo",-23.5140728,-46.688795,1
"11700",3100000,0,182,3,5,3,4,"1","0","1","0",TRUE,"Moema/São Paulo",-23.60442,-46.668129,7
"5823",230000,0,51,2,2,1,1,"1","1","1","0",TRUE,"Tremembé/São Paulo",-23.420073,-46.58062,5
"8200",450000,1020,129,3,2,1,1,"0","0","0","0",TRUE,"Bom Retiro/São Paulo",-23.5300036,-46.6386943,8
"13365",186900,180,41,2,1,0,0,"1","0","0","0",TRUE,"Cambuci/São Paulo",-23.5645824,-46.6170943,1
"4721",30000,4739,354,4,5,4,4,"0","0","1","0",FALSE,"Pinheiros/São Paulo",-23.5621336,-46.7002073,7
"10500",2200,330,90,2,1,0,1,"1","0","0","0",FALSE,"Cambuci/São Paulo",-23.5684853,-46.6248474,1
